OU_ID,FACILITY_NAME,TYPE,ADDRESS_1,ADDRESS_2,ADDRESS_3,PCODE,STATE,TELEPHONE,FAX,SUPERIOR_ORG_ID,SUPERIOR_ORG_NAME,LATITUDE,LONGITUDE
433084,BOOVAL FAIR POST SHOP,RP,BOOVAL FAIR SHOPPING CENTRE,SHOP 22  135 BRISBANE RD,BOOVAL QLD,4304,QLD,07 3812 3051,07 3812 3053,417252,OFFICIALS - SOUTH,,
433180,BRIBIE ISLAND POST SHOP,RP,BRIBIE ISLAND SHOPPING CENTRE,SHOP 5  CNR GOODWIN RD & HORNSBY RD,BRIBIE ISLAND QLD,4507,QLD,07 3410 0411,07 3410 0404,417295,OFFICIALS - NORTH,,
433295,BRISBANE ADELAIDE STREET SHOP,RP,,300 ADELAIDE ST,BRISBANE CITY QLD,4000,QLD,07 3405 1653,07 3405 1503,417295,OFFICIALS - NORTH,,
433340,CITY EAST POST SHOP,RP,,42 ALBERT STREET,BRISBANE QLD,4002,QLD,07 3405 1755,07 3405 1745,417295,OFFICIALS - NORTH,,
433383,GEORGE STREET POST SHOP,RP,,CORNER GEORGE & ANN STREETS,BRISBANE QLD,4003,QLD,07 3405 1248,07 3405 1250,417295,OFFICIALS - NORTH,,
433404,BROADBEACH POST SHOP,RP,OASIS SHOPPING RESORT,SHOP 144 26 VICTORIA AVE,BROADBEACH QLD,4218,QLD,07 5583 6030,07 5570 2183,417252,OFFICIALS - SOUTH,,
433420,WINTERGARDEN POST SHOP,RP,WINTERGARDEN,SHOP 228Q  LEVEL 2  171 QUEEN ST,BRISBANE QLD,4000,QLD,07 3405 1380,07 3405 1385,417295,OFFICIALS - NORTH,,
433498,BROOKSIDE CENTRE POST SHOP,RP,BROOKSIDE SHOPPING CENTRE,SHOP 83  159 OSBOURNE RD,MITCHELTON QLD,4053,QLD,07 3109 5920,07 3109 5921,417295,OFFICIALS - NORTH,,
433500,BUDERIM POST SHOP,RP,BUDERIM CENTRAL SHOPPING CENTRE,SHOP 7  7-15 LINDSAY RD,BUDERIM QLD,4556,QLD,07 5445 2336,07 5445 1389,417295,OFFICIALS - NORTH,,
433527,BULIMBA POST SHOP,RP,,190 OXFORD ST,BULIMBA QLD,4171,QLD,07 3906 1100,07 3906 1101,417252,OFFICIALS - SOUTH,,
433578,BUNDABERG POST SHOP,RP,,157B BOURBONG ST,BUNDABERG QLD,4670,QLD,07 4131 4451,07 4151 6708,417295,OFFICIALS - NORTH,,
433762,BURLEIGH HEADS POST SHOP,RP,,65 LOWER WEST BURLEIGH ROAD,BURLEIGH HEADS QLD,4220,QLD,07 5569 7101,07 5535 5684,417252,OFFICIALS - SOUTH,,
434036,CABOOLTURE POST SHOP,RP,CABOOLTURE PARK SHOPPING CENTRE,SHOP 14  60-78 KING ST,CABOOLTURE QLD,4510,QLD,07 5431 3130,07 5431 3140,417295,OFFICIALS - NORTH,,
434044,CAIRNS POST SHOP,RP,,13 GRAFTON ST,CAIRNS QLD,4870,QLD,07 4048 8189,07 4048 8182,407548,OFFICIALS - NORTH QUEENSLAND,,
434052,CAIRNS ORCHID PLAZA POST SHOP,RP,SHOP 39 ORCHID PLAZA,79 ABBOTT STREET,CAIRNS QLD,4870,QLD,07 4048 8181,07 4051 9292,407548,OFFICIALS - NORTH QUEENSLAND,,
434159,CALOUNDRA POST SHOP,RP,SHOP 12 CALOUNDRA VILLAGE SHOPPING CENTR,1 ORMUZ AVENUE,CALOUNDRA QLD,4551,QLD,07 5491 1212,07 5491 4145,417295,OFFICIALS - NORTH,,
434271,CANNON HILL,RP,SHOP 22 KMART PLAZA SHOPPING CENTRE,1909 CREEK ROAD,CANNON HILL QLD,4170,QLD,07 3131 8700,07 3131 8701,417252,OFFICIALS - SOUTH,,
434327,CAPALABA POST SHOP,RP,CAPALABA CENTRAL SHOPPING CENTRE,SHOP 47-48  MORETON BAY RD,CAPALABA QLD,4157,QLD,07 3843 8740,07 3843 8741,417252,OFFICIALS - SOUTH,,
434407,CARINDALE POST SHOP,RP,CARINDALE SHOPPING CENTRE,SHOP 1070A  1151 CREEK RD,CARINDALE QLD,4152,QLD,07 3109 2100,07 3843 1631,417252,OFFICIALS - SOUTH,,
434562,CHARLEVILLE,RP,,63 ALFRED ST,CHARLEVILLE QLD,4470,QLD,07 4656 5682,07 4656 5681,417252,OFFICIALS - SOUTH,,
434650,CHERMSIDE CENTRE POST SHOP,RP,CHERMSIDE SHOPPING CENTRE,SHOP 193A  395 HAMILTON RD,CHERMSIDE QLD,4032,QLD,07 3405 1870,07 3405 1322,417295,OFFICIALS - NORTH,,
434757,CHINCHILLA POST SHOP,RP,,117 HEENEY ST,CHINCHILLA QLD,4413,QLD,07 4662 7147,07 4662 8213,417252,OFFICIALS - SOUTH,,
435020,CLEVELAND POST SHOP,RP,HARBOURSIDE SHOPPING CENTRE,SHOP 85  90 MIDDLE ST,CLEVELAND QLD,4163,QLD,07 3383 1138,07 3383 1137,417252,OFFICIALS - SOUTH,,
435266,COOLANGATTA,RP,,2 GRIFFITH ST,COOLANGATTA QLD,4225,QLD,07 5569 3340,07 5536 1347,417252,OFFICIALS - SOUTH,,
435389,COOROY POST SHOP,RP,,33 MAPLE ST,COOROY QLD,4563,QLD,07 5447 6047,07 5447 6373,417295,OFFICIALS - NORTH,,
436082,DALBY POST SHOP,RP,,130 CUNNINGHAM ST,DALBY QLD,4405,QLD,07 4662 2233,07 4662 4251,417252,OFFICIALS - SOUTH,,
436541,EARLVILLE POST SHOP,RP,SHOP 67 EARLVILLE SHOPPING CENTRE,537 MULGRAVE RD,EARLVILLE QLD,4870,QLD,07 4048 8193,07 4048 8191,407548,OFFICIALS - NORTH QUEENSLAND,,
436955,EVERTON PARK POST SHOP,RP,,SHOP 22D 803 STAFFORD RD,EVERTON PARK QLD,4053,QLD,07 3109 5597,07 3109 5599,417295,OFFICIALS - NORTH,,
437149,FORTITUDE VALLEY POST SHOP,RP,,306 WICKHAM ST,FORTITUDE VALLEY QLD,4006,QLD,07 3109 3700,07 3109 3701,417295,OFFICIALS - NORTH,,
437288,GATTON POST SHOP,RP,,44 CRESCENT ST,GATTON QLD,4343,QLD,07 5462 1047,07 5462 2877,417252,OFFICIALS - SOUTH,,
437456,GLADSTONE POST SHOP,RP,SHOP 4B VALLEY SHOPPING CENTRE,190 GOONDOON STREET,GLADSTONE QLD,4680,QLD,07 4979 6113,07 4972 3431,407548,OFFICIALS - NORTH QUEENSLAND,,
437587,GOODNA,RP,ST IVES SHOPPING CENTRE,SHOP 29  2 SMITHS RD,GOODNA QLD,4300,QLD,07 3884 6100,07 3288 5375,417252,OFFICIALS - SOUTH,,
437675,GOONDIWINDI POST SHOP,RP,,102 MARSHALL ST,GOONDIWINDI QLD,4390,QLD,07 4671 8421,07 4671 8422,417252,OFFICIALS - SOUTH,,
437974,GYMPIE POST SHOP,RP,,10-12 MARY ST,GYMPIE QLD,4570,QLD,07 5480 5620,07 5480 5625,417295,OFFICIALS - NORTH,,
438088,HAMILTON CENTRAL POST SHOP,RP,,11 RACECOURSE RD,HAMILTON QLD,4007,QLD,07 3874 3030,07 3874 3037,417295,OFFICIALS - NORTH,,
438520,INALA POST OFFICE,RP,INALA TOWN CENTRE,SHOP 17 57 CORSAIR AVE,INALA QLD,4077,QLD,07 3336 5714,07 3372 8060,417252,OFFICIALS - SOUTH,,
438600,INDOOROOPILLY CENTRE POST SHOP,RP,WESTFIELD SHOPPING CENTRE,318 MOGGILL RD,INDOOROOPILLY QLD,4068,QLD,07 3336 5713,07 3336 5712,417295,OFFICIALS - NORTH,,
438766,IPSWICH POST SHOP,RP,SHOP 5/6 IPSWICH TOWER CENTRAL,114 BRISBANE ST,IPSWICH QLD,4305,QLD,07 3281 2344,07 3281 0817,417252,OFFICIALS - SOUTH,,
439101,KALLANGUR POST SHOP,RP,,1393 ANZAC AVE,KALLANGUR QLD,4503,QLD,07 3204 5242,07 3204 5348,417295,OFFICIALS - NORTH,,
439224,KENMORE POST SHOP,RP,KENMORE VILLAGE,14/9 BROOKFIELD RD,KENMORE QLD,4069,QLD,07 3336 5716,07 3336 5715,417295,OFFICIALS - NORTH,,
439347,KINGAROY POST SHOP,RP,KINGAROY SHOPPING WORLD,SHOP 27 12 ALFORD ST,KINGAROY QLD,4610,QLD,07 4164 0403,07 4164 0402,417295,OFFICIALS - NORTH,,
439443,KIPPA-RING POST SHOP,RP,PENINSULA FAIR SHOPPING CENTRE,SHOP D4A/D6  272 ANZAC AVE,KIPPA-RING QLD,4021,QLD,07 3384 2030,07 3384 2031,417295,OFFICIALS - NORTH,,
439486,THURINGOWA CENTRAL POST SHOP,RP,SHOP 142-143  WILLOWS SHOPPING CENTRE,HERVEY RANGE ROAD,THURINGOWA CENTRAL QLD,4817,QLD,07 4760 9208,07 4760 9209,407548,OFFICIALS - NORTH QUEENSLAND,,
440153,LOGANHOLME POST SHOP,RP,SHOP 79-80 LOGAN HYPERDOME,3828-3846 PACIFIC HWY,SHAILER PARK QLD,4128,QLD,07 3451 6303,07 3801 1623,417252,OFFICIALS - SOUTH,,
440348,MACKAY POST SHOP,RP,,69-71 SYDNEY ST,MACKAY QLD,4740,QLD,07 4967 3104,07 4967 3102,407548,OFFICIALS - NORTH QUEENSLAND,,
440399,MACKAY WEST POST SHOP,RP,,344 BRIDGE RD,MACKAY QLD,4740,QLD,07 4967 3111,07 4967 3110,407548,OFFICIALS - NORTH QUEENSLAND,,
440524,MALENY POST SHOP,RP,RIVERSIDE SHOPPING CENTRE,SHOP 3A  8 MAPLE ST,MALENY QLD,4552,QLD,07 5494 2205,07 5499 9600,417295,OFFICIALS - NORTH,,
440604,MANUNDA POST SHOP,RP,SHOP 11 RAINTREES SHOPPING CENTRE,1 KOCH STREET,MANUNDA QLD,4870,QLD,07 4032 7250,07 4032 7251,407548,OFFICIALS - NORTH QUEENSLAND,,
440807,MAROOCHYDORE POST SHOP,RP,,1/17 DUPORTH AVE,MAROOCHYDORE QLD,4558,QLD,07 5459 8016,07 5459 8017,417295,OFFICIALS - NORTH,,
440823,MARYBOROUGH POST SHOP,RP,,227 BAZAAR ST,MARYBOROUGH QLD,4650,QLD,07 4190 5660,07 4122 2035,417295,OFFICIALS - NORTH,,
441332,MOOLOOLABA POST SHOP,RP,,CNR WALAN ST & BRISBANE RD,MOOLOOLABA QLD,4557,QLD,07 5470 9119,07 5470 9118,417295,OFFICIALS - NORTH,,
441535,MOUNT GRAVATT POST SHOP,RP,MT GRAVATT PLAZA,SHOP 104  15-19 CREEK RD,MT GRAVATT QLD,4122,QLD,07 3109 4255,07 3343 3280,417252,OFFICIALS - SOUTH,,
441615,MOUNT ISA POST SHOP,RP,SHOP 3/4 ISA SQUARE,27 SIMPSON STREET,MOUNT ISA QLD,4825,QLD,07 4747 2802,07 4747 2801,407548,OFFICIALS - NORTH QUEENSLAND,,
441703,MOUNT OMMANEY POST SHOP,RP,CENTENARY SHOPPING CENTRE,SHOP 50 171 DANDENONG RD,MOUNT OMMANEY QLD,4074,QLD,07 3008 1159,07 3008 1158,417252,OFFICIALS - SOUTH,,
442036,NAMBOUR POST SHOP,RP,,22 LOWE ST,NAMBOUR QLD,4560,QLD,07 5470 8514,07 5470 8513,417295,OFFICIALS - NORTH,,
442159,NERANG POST SHOP,RP,EARLE PLAZA,52 PRICE ST,NERANG QLD,4211,QLD,07 5583 7980,07 5596 4023,417252,OFFICIALS - SOUTH,,
442204,NEW FARM POST SHOP,RP,MERTHYR CENTRE,SHOP 9  900 BRUNSWICK ST,NEW FARM QLD,4005,QLD,07 3874 3080,07 3874 3081,417295,OFFICIALS - NORTH,,
442298,NOOSA HEADS POST SHOP,RP,,91 NOOSA DR,NOOSA HEADS QLD,4567,QLD,07 5473 8592,07 5473 8591,417295,OFFICIALS - NORTH,,
442570,OAKEY POST SHOP,RP,,77 CAMPBELL ST,OAKEY QLD,4401,QLD,07 4691 1047,07 4691 1182,417252,OFFICIALS - SOUTH,,
442992,PACIFIC FAIR POST SHOP,RP,PACIFIC FAIR SHOPPING CENTRE,SHOP 205B 2 HOOKER BOULEVARD,BROADBEACH QLD,4218,QLD,07 5583 6011,07 5583 6010,417252,OFFICIALS - SOUTH,,
443020,PADDINGTON,RP,PADDINGTON SHOPPING CENTRE,95 LATROBE TERRACE,PADDINGTON QLD,4064,QLD,07 3109 5980,07 3109 5979,417295,OFFICIALS - NORTH,,
443047,PALM BEACH POST SHOP,RP,,1128 GOLD COAST HWY,PALM BEACH QLD,4221,QLD,07 5569 3600,07 5576 5001,417252,OFFICIALS - SOUTH,,
443274,HERVEY BAY POST SHOP,RP,SHOP 1,15 CENTRAL AVE,HERVEY BAY QLD,4655,QLD,07 4125 9124,07 4125 9127,417295,OFFICIALS - NORTH,,
444138,REDCLIFFE POST SHOP,RP,BLUE WATER SQUARE,20 ANZAC AVE,REDCLIFFE QLD,4020,QLD,07 3384 2032,07 3384 2033,417295,OFFICIALS - NORTH,,
444226,Q SUPERCENTRE POST SHOP,RP,Q SUPERCENTRE,SHOP A8 CNR BERMUDA & MARKERI STREETS,MERMAID WATERS QLD,4218,QLD,07 5526 0933,07 5526 1561,417252,OFFICIALS - SOUTH,,
444242,RED HILL ROCKHAMPTON,RP,TENANCY 26 RED HILL HOMEMAKER CENTRE,414 - 434 YAAMBA ROAD,NORMAN GARDENS QLD,4701,QLD,07 4924 3160,07 4924 3161,407548,OFFICIALS - NORTH QUEENSLAND,,
444250,ROCKHAMPTON POST SHOP,RP,,150 EAST ST,ROCKHAMPTON QLD,4700,QLD,07 4920 3508,07 4920 3507,407548,OFFICIALS - NORTH QUEENSLAND,,
444277,ROCKHAMPTON NORTH,RP,,175 MUSGRAVE ST,ROCKHAMPTON NORTH QLD,4701,QLD,07 4920 3520,07 4920 3521,407548,OFFICIALS - NORTH QUEENSLAND,,
444357,ROMA POST SHOP,RP,,55-57 MCDOWALL ST,ROMA QLD,4455,QLD,07 4622 4456,07 4622 3592,417252,OFFICIALS - SOUTH,,
444429,RUNAWAY BAY POST SHOP,RP,RUNAWAY BAY SHOPPING VILLAGE,SHOP 59  10-12 LAE DRIVE,RUNAWAY BAY QLD,4216,QLD,07 5583 6034,07 5528 9342,417252,OFFICIALS - SOUTH,,
444461,SAINT LUCIA POST SHOP,RP,JD STORY BUILDING,UNIVERSITY OF QUEENSLAND,ST LUCIA QLD,4067,QLD,07 3336 5718,07 3336 5719,417295,OFFICIALS - NORTH,,
444525,SANDGATE,RP,,67 BRIGHTON ROAD,SANDGATE QLD,4017,QLD,07 3874 3052,07 3874 3050,417295,OFFICIALS - NORTH,,
444779,SPRINGWOOD POST SHOP,RP,CENTRO SHOPPING CENTRE,SHOP 27  25-29 FITZGERALD AVE,SPRINGWOOD QLD,4127,QLD,07 3884 7218,07 3884 7219,417252,OFFICIALS - SOUTH,,
444832,STAFFORD POST SHOP,RP,STAFFORD CITY SHOPPING CENTRE,400 STAFFORD RD,STAFFORD QLD,4053,QLD,07 3109 5960,07 3109 5961,417295,OFFICIALS - NORTH,,
444840,SPRING HILL POST SHOP,RP,,448 BOUNDARY STREET,SPRING HILL QLD,4004,QLD,07 3405 1614,07 3405 1613,417295,OFFICIALS - NORTH,,
444891,STANTHORPE POST SHOP,RP,,14 MARYLAND ST,STANTHORPE QLD,4380,QLD,07 4681 2181,07 4681 2440,417252,OFFICIALS - SOUTH,,
444912,STONES CORNER POST SHOP,RP,SHOPS 3 & 4,62 CLEVELAND STREET,STONES CORNER QLD,4120,QLD,07 3336 5730,07 3397 9810,417252,OFFICIALS - SOUTH,,
444920,SUNNYBANK HILLS POST SHOP,RP,SUNNYBANK HILLS SHOPPINGTOWN,SHOP 77  661 COMPTON RD,SUNNYBANK HILLS QLD,4109,QLD,07 3336 5732,07 3336 5731,417252,OFFICIALS - SOUTH,,
444955,STRATHPINE CENTRE POST SHOP,RP,SHOP 61/62 WESTFIELD SHOPPING CENTRE,295 GYMPIE RD,STRATHPINE QLD,4500,QLD,07 3384 1121,07 3384 1120,417295,OFFICIALS - NORTH,,
444963,SUNNYBANK POST SHOP,RP,SUNNYBANK PLAZA,SHOP 77  342 MCCULLOUGH ST,SUNNYBANK QLD,4109,QLD,07 3345 1519,07 3344 4034,417252,OFFICIALS - SOUTH,,
444998,SURFERS PARADISE POST SHOP,RP,CENTRO SHOPPING CENTRE,SHOP 165 2-10 CAVILL AVE,SURFERS PARADISE QLD,4217,QLD,07 5583 6036,07 5538 5008,417252,OFFICIALS - SOUTH,,
445210,TEWANTIN POST SHOP,RP,,125 POINCIANA AVE,TEWANTIN QLD,4565,QLD,07 5459 8008,07 5459 8009,417295,OFFICIALS - NORTH,,
445579,TOOMBUL POST SHOP,RP,CENTRO SHOPPING TOWN,SHOP 175  1015 SANDGATE RD,TOOMBUL QLD,4012,QLD,07 3874 3090,07 3874 3091,417295,OFFICIALS - NORTH,,
445595,TOOWONG POST SHOP,RP,TOOWONG SHOPPING VILLAGE,SHOP GA26  9 SHERWOOD RD,TOOWONG QLD,4066,QLD,07 3405 1637,07 3870 4877,417295,OFFICIALS - NORTH,,
445659,TOOWOOMBA WEST,RP,NEWTOWN SHOPPING CENTRE,SHOP 7  100B HILL ST,NEWTOWN QLD,4350,QLD,07 4699 4503,07 4699 4502,417252,OFFICIALS - SOUTH,,
445878,TWEED HEADS POST SHOP,RP,TWEED MALL,SHOP 47  20 WHARF ST,TWEED HEADS NSW,2485,QLD,07 5569 3342,07 5536 3016,417252,OFFICIALS - SOUTH,,
445886,UPPER MOUNT GRAVATT POST SHOP,RP,GARDEN CITY SHOPPING CENTRE,SHOP 2133  2049 LOGAN RD,UPPER MOUNT GRAVATT QLD,4122,QLD,07 3109 4256,07 3109 4258,417252,OFFICIALS - SOUTH,,
446256,WARWICK POST SHOP,RP,,98 PALMERIN ST,WARWICK QLD,4370,QLD,07 4667 5693,07 4667 5692,417252,OFFICIALS - SOUTH,,
446360,WEST END POST OFFICE,RP,,75-77 RUSSELL ST,WEST END QLD,4101,QLD,07 3109 7520,07 3844 2302,417252,OFFICIALS - SOUTH,,
446571,WOOLLOONGABBA POST SHOP,RP,PRINCESS PLAZA,14 ANNERLEY RD,WOOLLOONGABBA QLD,4102,QLD,07 3109 7529,07 3109 7528,417252,OFFICIALS - SOUTH,,
446723,WYNNUM POST SHOP,RP,,76 EDITH STREET,WYNNUM QLD,4178,QLD,07 3843 8738,07 3843 8737,417252,OFFICIALS - SOUTH,,
446918,YEPPOON POST SHOP,RP,KEPPEL BAY PLAZA,SHOP 6/7 76 JAMES ST,YEPPOON QLD,4703,QLD,07 4933 8100,07 4933 8102,407548,OFFICIALS - NORTH QUEENSLAND,,
507549,ADELAIDE RUNDLE MALL POST SHOP,RP,SHOP 59 LEVEL 1 CITY CROSS SHOPPING CNTR,33-39 RUNDLE MALL,ADELAIDE SA,5000,SA,08 8402 6534,08 8402 6508,508402,SOUTHERN RETAIL CORP OFFICES,,
530028,ADELAIDE GPO POST SHOP,RP,,141 KING WILLIAM STREET,ADELAIDE SA,5000,SA,08 8402 6367,08 8211 7720,508402,SOUTHERN RETAIL CORP OFFICES,,
531506,BARMERA POST SHOP,RP,,1 BARWELL AVENUE,BARMERA SA,5345,SA,08 8588 2699,08 8588 3302,508381,NORTHERN RETAIL CORP OFFICES,,
531602,BERRI POST SHOP,RP,,1 KAY AVENUE,BERRI SA,5343,SA,08 8580 5001,08 8582 2675,508381,NORTHERN RETAIL CORP OFFICES,,
531725,BLACKWOOD POST SHOP,RP,,262 MAIN ROAD,BLACKWOOD SA,5051,SA,08 8306 7021,08 8370 2055,508402,SOUTHERN RETAIL CORP OFFICES,,
532090,BORDERTOWN POST SHOP,RP,,41 WOOLSHED STREET,BORDERTOWN SA,5268,SA,08 8752 1330,08 8752 2716,508402,SOUTHERN RETAIL CORP OFFICES,,
532154,BRIGHTON POST SHOP,RP,,515 BRIGHTON ROAD,BRIGHTON SA,5048,SA,08 8309 7321,08 8296 4949,508402,SOUTHERN RETAIL CORP OFFICES,,
532488,CAMPBELLTOWN POST SHOP,RP,,620 LOWER NORTH EAST ROAD,CAMPBELLTOWN SA,5074,SA,08 8402 3120,08 8337 6126,508381,NORTHERN RETAIL CORP OFFICES,,
532621,CHRISTIES BEACH POST SHOP,RP,,31 BEACH ROAD,CHRISTIES BEACH SA,5165,SA,08 8307 3241,08 8326 2180,508402,SOUTHERN RETAIL CORP OFFICES,,
532672,CLARE POST SHOP,RP,,253 MAIN NORTH ROAD,CLARE SA,5453,SA,08 8842 2295,08 8842 2021,508381,NORTHERN RETAIL CORP OFFICES,,
532699,EDWARDSTOWN POST SHOP,RP,SHOP 11 CASTLE PLAZA SHOPPING CENTRE,992 SOUTH ROAD,EDWARDSTOWN SA,5039,SA,08 8308 8640,08 8277 9325,508402,SOUTHERN RETAIL CORP OFFICES,,
533798,ELIZABETH POST SHOP,RP,,1 FROBISHER COURT,ELIZABETH SA,5112,SA,08 8307 7140,08 8255 5536,508381,NORTHERN RETAIL CORP OFFICES,,
534387,FINDON POST SHOP,RP,SHOP 62 FINDON SHOPPING CENTRE,303 GRANGE ROAD,FINDON SA,5023,SA,08 8356 3772,08 8235 9304,508381,NORTHERN RETAIL CORP OFFICES,,
534571,GAWLER POST SHOP,RP,,6 TODD STREET,GAWLER SA,5118,SA,08 8521 5201,08 8522 6398,508381,NORTHERN RETAIL CORP OFFICES,,
535021,GLENELG POST SHOP,RP,SHOP 18,127 JETTY ROAD,GLENELG SA,5045,SA,08 8309 1000,08 8294 4241,508402,SOUTHERN RETAIL CORP OFFICES,,
535187,GOOLWA POST SHOP,RP,SHOP 3,31 HUTCHINSON STREET,GOOLWA SA,5214,SA,08 8555 2265,08 8555 2064,508402,SOUTHERN RETAIL CORP OFFICES,,
535283,GREENACRES POST SHOP,RP,,132 MULLER ROAD,GREENACRES SA,5086,SA,08 8402 3112,08 8261 2221,508381,NORTHERN RETAIL CORP OFFICES,,
535515,ADELAIDE HALIFAX ST POST SHOP,RP,,7 HALIFAX STREET,ADELAIDE SA,5000,SA,08 8402 6940,08 8212 7892,508402,SOUTHERN RETAIL CORP OFFICES,,
535806,ADELAIDE STATION ARCADE SHOP,RP,SHOP 14 STATION ARCADE,52 HINDLEY STREET,ADELAIDE SA,5000,SA,08 8402 6946,08 8211 7754,508402,SOUTHERN RETAIL CORP OFFICES,,
535822,HINDMARSH POST SHOP,RP,,212 PORT ROAD,HINDMARSH SA,5007,SA,08 8308 8561,08 8346 5639,508381,NORTHERN RETAIL CORP OFFICES,,
536155,ADELAIDE HUTT STREET,RP,,190 HUTT STREET,ADELAIDE SA,5000,SA,08 8306 1200,08 8223 4240,508402,SOUTHERN RETAIL CORP OFFICES,,
536200,INGLE FARM POST SHOP,RP,SHOP 16 INGLE FARM SHOPPING CENTRE,237 MONTAGUE ROAD,INGLE FARM SA,5098,SA,08 8402 3141,08 8263 9998,508381,NORTHERN RETAIL CORP OFFICES,,
536278,KADINA POST SHOP,RP,,56 GRAVES STREET,KADINA SA,5554,SA,08 8828 4000,08 8821 2360,508381,NORTHERN RETAIL CORP OFFICES,,
536593,KILKENNY POST SHOP,RP,SHOP 112 CENTRO ARNDALE,470 TORRENS ROAD,KILKENNY SA,5009,SA,08 8401 8840,08 8345 5239,508381,NORTHERN RETAIL CORP OFFICES,,
536657,KINGSCOTE POST SHOP,RP,,39 DAUNCEY STREET,KINGSCOTE SA,5223,SA,08 8553 2122,08 8553 2470,508402,SOUTHERN RETAIL CORP OFFICES,,
536729,MITCHAM SHOPPING CENTRE,RP,SHOP 15 MITCHAM SHOPPING CENTRE,119 BELAIR ROAD,MITCHAM SA,5062,SA,08 8306 7040,08 8373 0430,508402,SOUTHERN RETAIL CORP OFFICES,,
537369,LOXTON POST SHOP,RP,,29 EAST TERRACE,LOXTON SA,5333,SA,08 8584 7020,08 8584 6818,508381,NORTHERN RETAIL CORP OFFICES,,
537692,MARDEN POST SHOP,RP,SHOP 4 MARDEN SHOPPING CENTRE,9-21 LOWER PORTRUSH ROAD,MARDEN SA,5070,SA,08 8309 3040,08 8362 5920,508381,NORTHERN RETAIL CORP OFFICES,,
538126,MCLAREN VALE POST SHOP,RP,,SHOPS 5/6 112 MAIN ROAD,MCLAREN VALE SA,5171,SA,08 8323 8765,08 8323 9152,508402,SOUTHERN RETAIL CORP OFFICES,,
538249,MILLICENT POST SHOP,RP,,52 GEORGE STREET,MILLICENT SA,5280,SA,08 8733 9100,08 8733 4774,508402,SOUTHERN RETAIL CORP OFFICES,,
538441,MODBURY POST SHOP,RP,SHOP 159 TEA TREE PLAZA SHOPPINGTOWN,976 NORTH EAST ROAD,MODBURY SA,5092,SA,08 8402 3145,08 8264 6636,508381,NORTHERN RETAIL CORP OFFICES,,
538628,MORPHETT VALE POST SHOP,RP,SHOPS 10/11 SOUTHGATE PLAZA,90-108 SHERRIFFS ROAD,MORPHETT VALE SA,5162,SA,08 8307 3245,08 8384 6947,508402,SOUTHERN RETAIL CORP OFFICES,,
538687,MOUNT BARKER POST SHOP,RP,,9 HUTCHINSON STREET,MOUNT BARKER SA,5251,SA,08 8393 7351,08 8391 2455,508402,SOUTHERN RETAIL CORP OFFICES,,
538767,MOUNT GAMBIER POST SHOP,RP,,30 HELEN STREET,MOUNT GAMBIER SA,5290,SA,08 8726 1301,08 8725 9594,508402,SOUTHERN RETAIL CORP OFFICES,,
539022,MURRAY BRIDGE POST SHOP,RP,,24 SIXTH STREET,MURRAY BRIDGE SA,5253,SA,08 8535 7150,08 8532 4334,508402,SOUTHERN RETAIL CORP OFFICES,,
539188,NARACOORTE POST SHOP,RP,,23 ORMEROD STREET,NARACOORTE SA,5271,SA,08 8762 7050,08 8762 3701,508402,SOUTHERN RETAIL CORP OFFICES,,
539276,NOARLUNGA CENTRE POST SHOP,RP,STONEHAM CHAMBERS COLONNADES CENTRE,54 BEACH ROAD,NOARLUNGA CENTRE SA,5168,SA,08 8307 3235,08 8326 2999,508402,SOUTHERN RETAIL CORP OFFICES,,
539305,NORTH ADELAIDE,RP,,166 TYNTE STREET,NORTH ADELAIDE SA,5006,SA,08 8402 3110,08 8239 0198,508402,SOUTHERN RETAIL CORP OFFICES,,
539444,NORWOOD POST SHOP,RP,SHOP 20,161-169 THE PARADE,NORWOOD SA,5067,SA,08 8308 8450,08 8364 2172,508402,SOUTHERN RETAIL CORP OFFICES,,
539487,NURIOOTPA POST SHOP,RP,PLAZA SHOPPING CENTRE,SHOP 1 17 MURRAY STREET,NURIOOTPA SA,5355,SA,08 8568 9000,08 8562 2181,508381,NORTHERN RETAIL CORP OFFICES,,
539516,OAKLANDS PARK POST SHOP,RP,MARION WESTFIELD SHOPPINGTOWN,297 DIAGONAL ROAD,OAKLANDS PARK SA,5046,SA,08 8309 1011,08 8298 7564,508402,SOUTHERN RETAIL CORP OFFICES,,
540496,PORT ADELAIDE POST SHOP,RP,SHOP 8 OLD PORT CANAL SHOPPING CENTRE,200 COMMERCIAL ROAD,PORT ADELAIDE SA,5015,SA,08 8400 7240,08 8447 5545,508381,NORTHERN RETAIL CORP OFFICES,,
540517,PORT AUGUSTA POST SHOP,RP,,50 COMMERCIAL ROAD,PORT AUGUSTA SA,5700,SA,08 8647 1350,08 8642 5253,508381,NORTHERN RETAIL CORP OFFICES,,
540656,PORT LINCOLN POST SHOP,RP,,68 TASMAN TERRACE,PORT LINCOLN SA,5606,SA,08 8621 4050,08 8682 1102,508381,NORTHERN RETAIL CORP OFFICES,,
541042,PORT PIRIE POST SHOP,RP,,79 ELLEN STREET,PORT PIRIE SA,5540,SA,08 8638 6950,08 8632 1333,508381,NORTHERN RETAIL CORP OFFICES,,
