ORG_ID,ORG_NAME,ORG_TYPE,STATUS,ADDRESS_1,ADDRESS_2,ADDRESS_3,STATE,PCODE,GEO_ZONE,GEO_SUBZONE,LATITUDE,LONGITUDE
421681,CORNUBIA CPA,CPA,OPEN,,SHOP 8 8-16 GLENEAGLES AVENUE,CORNUBIA QLD,QLD,4130,Metro,Capital,-27.673379,153.212163
421702,TANAH MERAH CPA,CPA,OPEN,,SHOP 1 59-63 TANSEY DRIVE,TANAH MERAH QLD,QLD,4128,Metro,Capital,-27.677485,153.17513
421737,KIRWAN LPO,LPO,OPEN,PARKSIDE PLAZA,SHOP 7 148 BAMFORD LANE,KIRWAN QLD,QLD,4817,Metro,Other Metro,-19.303877,146.74166
421817,MORAYFIELD POST SHOP,RP,OPEN,MORAYFIELD SHOPPING CENTRE,SHOP 82 171 MORAYFIELD ROAD,MORAYFIELD QLD,QLD,4506,Metro,Capital,-27.11415,152.95201
422078,BURLEIGH TOWN LPO,LPO,OPEN,STOCKLAND BURLEIGH HEADS,SHOP 97 149 WEST BURLEIGH ROAD,BURLEIGH HEADS QLD,QLD,4220,Metro,Other Metro,-28.09675,153.44287
422131,HOME HILL LPO,LPO,OPEN,,58 EIGHTH AVENUE,HOME HILL QLD,QLD,4806,Rural,Other Rural,-19.666403,147.415255
422254,CUNNAMULLA LPO,LPO,OPEN,,3 STOCKYARD STREET,CUNNAMULLA QLD,QLD,4490,Remote,Other Remote,-28.06947,145.68267
422270,SALISBURY LPO,LPO,OPEN,,172 EVANS ROAD,SALISBURY QLD,QLD,4107,Metro,Capital,-27.54481,153.03024
422289,FOREST LAKE LPO,LPO,OPEN,FOREST LAKE SHOPPING VILLAGE,SHOP 9 235 FOREST LAKE BOULEVARD,FOREST LAKE QLD,QLD,4078,Metro,Capital,-27.61507421,152.9648213
422318,MERMAID BEACH LPO,LPO,OPEN,,2453 GOLD COAST HIGHWAY,MERMAID BEACH QLD,QLD,4218,Metro,Other Metro,-28.045632,153.435334
422545,BOWEN NORTH CPA,CPA,OPEN,BOWEN PLAZA NEWSAGENCY,SHOP 9 16 RICHMOND ROAD,BOWEN QLD,QLD,4805,Remote,Remote Centre,-20.00177,148.24006
422617,BURLEIGH HEADS EAST CPA,CPA,OPEN,,17 CONNOR STREET,BURLEIGH HEADS QLD,QLD,4220,Metro,Other Metro,-28.089353,153.451814
422625,WURTULLA NORTH CPA,CPA,OPEN,,SHOP 2 56 MOONDARA DRIVE,WURTULLA QLD,QLD,4575,Rural,Small Rural,-26.752573,153.128639
422801,GEEBUNG LPO,LPO,OPEN,,SHOP 5 16 RAILWAY PARADE,GEEBUNG QLD,QLD,4034,Metro,Capital,-27.368949,153.046843
422828,CLERMONT LPO,LPO,OPEN,,53 CAPELLA STREET,CLERMONT QLD,QLD,4721,Remote,Remote Centre,-22.82476,147.64029
422991,NUNDAH LPO,LPO,OPEN,,1162 SANDGATE ROAD,NUNDAH QLD,QLD,4012,Metro,Capital,-27.40311,153.06024
423038,CHERMSIDE SOUTH LPO,LPO,OPEN,,SHOP 2 671 GYMPIE ROAD,CHERMSIDE QLD,QLD,4032,Metro,Capital,-27.39121,153.03154
423636,HUGHENDEN LPO,LPO,OPEN,,59 BRODIE STREET,HUGHENDEN QLD,QLD,4821,Remote,Other Remote,-20.84299,144.20092
423775,CLAIRVIEW CPA,CPA,OPEN,,71 COLONIAL DRIVE,CLAIRVIEW QLD,QLD,4741,Remote,Other Remote,-22.11515,149.53436
423863,CLAYFIELD LPO,LPO,OPEN,,759 SANDGATE ROAD,CLAYFIELD QLD,QLD,4011,Metro,Capital,-27.41761,153.05664
424268,AYTON CPA,CPA,OPEN,,15 THIRD STREET,BLOOMFIELD QLD,QLD,4895,Remote,Other Remote,-15.921241,145.351692
424305,KINGFISHER BAY RESORT CPA,CPA,OPEN,KINGFISHER BAY RESORT & VILLAGE,NORTHWHITE CLIFFS,FRASER ISLAND QLD,QLD,4655,Rural,Small Rural,-25.66511,153.00103
424313,MAPOON CPA,CPA,OPEN,,1 RED BEACH ROAD,WEIPA QLD,QLD,4871,Remote,Other Remote,-11.95965,141.8989
424516,MARGATE BEACH LPO,LPO,OPEN,,SHOP 5 266 OXLEY AVENUE,MARGATE BEACH QLD,QLD,4019,Metro,Capital,-27.24501,153.10684
424583,WOODRIDGE LPO,LPO,OPEN,,39 STATION ROAD,WOODRIDGE QLD,QLD,4114,Metro,Capital,-27.63611,153.10134
424591,LOGAN CENTRAL POST SHOP,RP,OPEN,LOGAN CITY CENTRE,SHOP 74 2-24 WEMBLEY ROAD,LOGAN CENTRAL QLD,QLD,4114,Metro,Capital,-27.64231,153.11744
424727,LOGAN VILLAGE CPA,CPA,OPEN,LOGAN VILLAGE CENTRE,SHOPS 12-13 12 NORTH STREET,LOGAN VILLAGE QLD,QLD,4207,Metro,Capital,-27.76611,153.10855
424866,COLLINSVILLE LPO,LPO,OPEN,,30 CONWAY STREET,COLLINSVILLE QLD,QLD,4804,Remote,Remote Centre,-20.55347,147.84587
424882,DYSART LPO,LPO,OPEN,GARDEN PLAZA SHOPPING CENTRE,SHOP 7 18 QUEEN ELIZABETH DRIVE,DYSART QLD,QLD,4745,Remote,Other Remote,-22.586838,148.349238
424890,BLACKALL LPO,LPO,OPEN,,87 SHAMROCK STREET,BLACKALL QLD,QLD,4472,Remote,Other Remote,-24.42757,145.47523
425068,COWLEY BEACH CPA,CPA,OPEN,,BAMBROOK ROAD,COWLEY BEACH QLD,QLD,4871,Rural,Other Rural,-17.69609,146.11058
425092,KOORALBYN CPA,CPA,OPEN,KOORALBYN GENERAL STORE,9 SALISBURY AVENUE,KOORALBYN QLD,QLD,4285,Rural,Other Rural,-28.08491,152.84255
425236,HASTINGS STREET CPA,CPA,OPEN,,SHOP 9 49 HASTINGS STREET,NOOSA HEADS QLD,QLD,4567,Rural,Small Rural,-26.38678172,153.0906946
425244,CONONDALE CPA,CPA,OPEN,,1711 MALENY-KENIWORTH ROAD,CONONDALE QLD,QLD,4552,Rural,Other Rural,-26.7300474,152.7175156
425316,BEENLEIGH ANNEXE,RP,OPEN,BEENLEIGH MARKETPLACE,SHOP 1 114-118 GEORGE STREET,BEENLEIGH QLD,QLD,4207,Metro,Capital,-27.71661,153.20634
425623,ELLIS BEACH CPA,CPA,OPEN,,CAPTAIN COOK HIGHWAY,ELLIS BEACH QLD,QLD,4879,Rural,Other Rural,-16.6569,145.56578
425682,SAINT GEORGE LPO,LPO,OPEN,,99 VICTORIA STREET,ST GEORGE QLD,QLD,4487,Remote,Other Remote,-28.03603,148.58129
425746,GORDONVALE LPO,LPO,OPEN,,9 CANNON STREET,GORDONVALE QLD,QLD,4865,Rural,Large Rural,-17.09307,145.78683
425762,WARNER LPO,LPO,OPEN,WARNER VILLAGE SHOPPING CENTRE,SHOP 14 353-355 SAMSONVALE ROAD,WARNER QLD,QLD,4500,Metro,Capital,-27.290335,152.947814
425770,ALDERLEY LPO,LPO,OPEN,,SHOP 6 19 SAMFORD ROAD,ALDERLEY QLD,QLD,4051,Metro,Capital,-27.424944,153.000277
425906,CLONTARF BEACH LPO,LPO,OPEN,,SHOP 4 114-116 HORNIBROOK ESPLANADE,CLONTARF QLD,QLD,4019,Metro,Capital,-27.257144,153.086432
425930,PITTSWORTH LPO,LPO,OPEN,,81 YANDILLA STREET,PITTSWORTH QLD,QLD,4356,Rural,Other Rural,-27.71582,151.63442
426140,YAMANTO CPA,CPA,OPEN,YAMANTO NEWS,502-510 WARWICK ROAD,YAMANTO QLD,QLD,4305,Metro,Capital,-27.66072,152.73936
426298,CLONCURRY LPO,LPO,OPEN,,47 SCARR STREET,CLONCURRY QLD,QLD,4824,Remote,Other Remote,-20.705041,140.498533
426343,TAIGUM LPO,LPO,OPEN,CENTRO TAIGUM,SHOP 3 217 BEAMS ROAD,TAIGUM QLD,QLD,4018,Metro,Capital,-27.350052,153.048042
426386,STRATHPINE CPA,CPA,OPEN,STRATHPINE PLAZA CHEMMART CHEMIST,3/30 BELLS POCKET ROAD,STRATHPINE QLD,QLD,4500,Metro,Capital,-27.30165,152.98839
426423,WIDGEE CPA,CPA,OPEN,,2226 GYMPIE WOOLOOGA ROAD,WIDGEE QLD,QLD,4570,Rural,Other Rural,-26.2018975,152.4386063
426570,ZILLMERE LPO,LPO,OPEN,,SHOP 7 40 HANDFORD ROAD,ZILLMERE QLD,QLD,4034,Metro,Capital,-27.35825,153.03838
426589,HAMPTON CPA,CPA,OPEN,HAMPTON STORE,1 HAMPTON ROAD,HAMPTON QLD,QLD,4352,Rural,Other Rural,-27.35666,152.06849
426597,NORTH LAKES POST SHOP,RP,OPEN,NORTH LAKES SHOPPING CENTRE,SHOP 1204A 1 NORTH LAKES DRIVE,NORTH LAKES QLD,QLD,4509,Metro,Capital,-27.241886,153.016785
426634,BLACKWATER LPO,LPO,OPEN,TOWN CENTRE,SHOP 13A 8 BLAIN STREET,BLACKWATER QLD,QLD,4717,Remote,Remote Centre,-23.57356,148.8912
426669,NANANGO LPO,LPO,OPEN,,28 FITZROY STREET,NANANGO QLD,QLD,4615,Rural,Other Rural,-26.6717,152.00023
426685,PALM ISLAND CPA,CPA,OPEN,PALM ISLAND SHOPPING CENTRE,1 MAIN STREET,PALM ISLAND QLD,QLD,4816,Metro,Other Metro,-18.73379,146.61647
426693,WESTBROOK CPA,CPA,OPEN,,SHOP 3 85 MAIN STREET,WESTBROOK QLD,QLD,4350,Rural,Other Rural,-27.607699,151.871824
426714,MOUNT SHERIDAN LPO,LPO,OPEN,MOUNT SHERIDAN PLAZA,SHOP 2 106 BARNARD DRIVE,MOUNT SHERIDAN QLD,QLD,4868,Rural,Large Rural,-16.98915,145.74043
426757,SOUTH TOWNSVILLE CPA,CPA,OPEN,,261 BOUNDARY STREET,SOUTH TOWNSVILLE QLD,QLD,4810,Metro,Other Metro,-19.26861,146.82808
426765,DOUGLAS CPA,CPA,OPEN,MEDI-LINK RETAIL,SHOP 4 100 ANGUS SMITH DRIVE,DOUGLAS QLD,QLD,4814,Metro,Other Metro,-19.32059,146.76206
426773,ANNANDALE CPA,CPA,OPEN,ANNANDALE CENTRAL SHOPPING CENTRE,SHOP 5 67-73 MACARTHUR DRIVE,ANNANDALE QLD,QLD,4814,Metro,Other Metro,-19.316405,146.790728
426896,BENTLEY PARK CPA,CPA,OPEN,,SHOP 2 96 MCLAUGHLIN ROAD,BENTLEY PARK QLD,QLD,4869,Rural,Large Rural,-17.005643,145.742158
426909,SPEEWAH CPA,CPA,OPEN,,38 SPEEWAH ROAD,SPEEWAH QLD,QLD,4881,Remote,Remote Centre,-16.8718,145.5999
426917,THALLON CPA,CPA,OPEN,,8-12 HENRY STREET,THALLON QLD,QLD,4497,Remote,Other Remote,-28.63362,148.86827
426925,MILTON LPO,LPO,OPEN,,40 PARK ROAD,MILTON QLD,QLD,4064,Metro,Capital,-27.47144,153.00505
426976,LONGREACH LPO,LPO,OPEN,,100 EAGLE STREET,LONGREACH QLD,QLD,4730,Remote,Other Remote,-23.44515,144.24632
427127,DARLING HEIGHTS LPO,LPO,OPEN,G BLOCK USQ CAMPUS,487-535 WEST STREET,TOOWOOMBA QLD,QLD,4350,Rural,Large Rural,-27.60504,151.93545
427370,BYFIELD CPA,CPA,OPEN,,2234 BYFIELD ROAD,BYFIELD QLD,QLD,4703,Rural,Other Rural,-22.82013,150.63376
427389,FARNBOROUGH CPA,CPA,OPEN,,595 FARNBOROUGH ROAD,FARNBOROUGH QLD,QLD,4703,Rural,Other Rural,-23.11175,150.74866
427653,MACLEAY ISLAND LPO,LPO,OPEN,,36 SOUTHSEA TERRACE,MACLEAY ISLAND QLD,QLD,4184,Metro,Capital,-27.62999,153.36469
427688,URANDANGI CPA,CPA,OPEN,DANGI BUSH RESORT,LOT 504 HUTTON STREET,PITURIE QLD,QLD,4825,Remote,Other Remote,-21.60957,138.31389
427784,SOUTHSIDE CPA,CPA,OPEN,,48 EXHIBITION ROAD,SOUTHSIDE QLD,QLD,4570,Rural,Other Rural,-26.19916,152.64763
427821,SUNRISE BEACH CPA,CPA,OPEN,SUNRISE BEACH FOODWORKS,SHOP 8 2 GRASSTREE COURT,SUNRISE BEACH QLD,QLD,4567,Rural,Small Rural,-26.411342,153.100136
427856,BAFFLE CREEK CPA,CPA,OPEN,,SHOP 2 244 COAST ROAD,BAFFLE CREEK QLD,QLD,4674,Rural,Other Rural,-24.4915,152.00198
428015,HELENSVALE TOWN CENTRE PS,RP,OPEN,HELENSVALE TOWN CENTRE,SHOP 1110 11 TOWN CENTRE DRIVE,HELENSVALE QLD,QLD,4212,Metro,Other Metro,-27.92305,153.33829
428437,KALLANGUR LPO,LPO,OPEN,ALDI SHOPPING CENTRE,SHOP 2 15-27 GOODFELLOWS ROAD,KALLANGUR QLD,QLD,4503,Metro,Capital,-27.2518,152.9941
428445,WOOLLOONGABBA LPO,LPO,OPEN,,SHOP 8B 803 STANLEY STREET,WOOLLOONGABBA QLD,QLD,4102,Metro,Capital,-27.487763,153.035175
428453,CANNONVALE POST SHOP,RP,OPEN,WHITSUNDAY SHOPPING CENTRE,SHOP 15 226 SHUTE HARBOUR ROAD,CANNONVALE QLD,QLD,4802,Rural,Other Rural,-20.27739,148.69935
428701,WOREE CPA,CPA,OPEN,SOUTHSIDE SHOPPING CENTRE,SHOP 14 6-8 CHARLOTTE CLOSE,WOREE QLD,QLD,4868,Rural,Large Rural,-16.96209,145.7453
428728,UPPER COOMERA LPO,LPO,OPEN,COOMERA CITY CENTRE,SHOP 1E 2 CITY CENTRE DRIVE,UPPER COOMERA QLD,QLD,4209,Metro,Other Metro,-27.851406,153.300651
428736,GRIFFITH UNI LPO,LPO,OPEN,GRIFFITH UNIVERSITY - LINK BUILDING,SHOP G071 58 PARKLANDS DRIVE,SOUTHPORT QLD,QLD,4215,Metro,Other Metro,-27.96165,153.38243
428744,PALMER RIVER CPA,CPA,OPEN,,LOT 1 MULLIGAN HIGHWAY,PALMER RIVER QLD,QLD,4892,Remote,Other Remote,-16.06181,144.46469
429130,ALOOMBA CPA,CPA,OPEN,,27-29 FIXTER ROAD,ALOOMBA QLD,QLD,4871,Rural,Other Rural,-17.110031,145.832873
429149,VARSITY LAKES LPO,LPO,OPEN,MARKET SQUARE,SHOP B9 201 VARSITY PARADE,VARSITY LAKES QLD,QLD,4227,Metro,Other Metro,-28.07891,153.41524
429157,CRAIGNISH CPA,CPA,OPEN,CRAIGNISH VILLAGE PHARMACY,SHOP 2 1-7 KARRASCHS ROAD,CRAIGNISH QLD,QLD,4655,Rural,Small Rural,-25.2834,152.74837
429165,CAPALABA CENTRAL CPA,CPA,OPEN,CAPALABA CENTRAL SHOPPING CENTRE,SHOP 79 38-62 MORETON BAY ROAD,CAPALABA QLD,QLD,4157,Metro,Capital,-27.52155,153.19498
429173,MORANBAH LPO,LPO,OPEN,,13 GRIFFIN STREET,MORANBAH QLD,QLD,4744,Remote,Remote Centre,-22.0007,148.04511
429181,PROSERPINE LPO,LPO,OPEN,,13 MAIN STREET,PROSERPINE QLD,QLD,4800,Rural,Other Rural,-20.4011,148.58092
429202,SARINA LPO,LPO,OPEN,,59 BROAD STREET,SARINA QLD,QLD,4737,Rural,Other Rural,-21.42176,149.21685
429210,THURSDAY ISLAND LPO,LPO,OPEN,,33 DOUGLAS STREET,THURSDAY ISLAND QLD,QLD,4875,Remote,Other Remote,-10.58496,142.22049
429229,BOONAH LPO,LPO,OPEN,,1 PARK STREET,BOONAH QLD,QLD,4310,Rural,Other Rural,-27.99746,152.68193
429237,OAKEY LPO,LPO,OPEN,,77 CAMPBELL STREET,OAKEY QLD,QLD,4401,Rural,Other Rural,-27.43362,151.72077
429624,NEWSTEAD SOUTH CPA,CPA,OPEN,,52 COMMERCIAL ROAD,NEWSTEAD QLD,QLD,4006,Metro,Capital,-27.453251,153.043612
429659,PIALBA CPA,CPA,OPEN,PIALBA PLACE SHOPPING CENTRE,SHOP 16 30 MAIN STREET,PIALBA QLD,QLD,4655,Rural,Small Rural,-25.283268,152.84003
429712,GOOMBOORIAN CPA,CPA,OPEN,,1702 TIN CAN BAY ROAD,GOOMBOORIAN QLD,QLD,4570,Rural,Other Rural,-26.07425698,152.7822404
429720,PELICAN WATERS CPA,CPA,OPEN,PELICAN WATERS SHOPPING CENTRE,SHOP 10 44 PELICAN WATERS BOULEVARD,PELICAN WATERS QLD,QLD,4551,Rural,Small Rural,-26.833656,153.108478
429739,PLAINLAND CPA,CPA,OPEN,PLAINSLANDS PLAZA,SHOP 6 3 GEHRKE ROAD,PLAINLANDS QLD,QLD,4341,Rural,Other Rural,-27.56332,152.42137
429747,MURPHYS CREEK  CPA,CPA,OPEN,,3 PENFOLDS ROAD,MURPHYS CREEK QLD,QLD,4352,Rural,Other Rural,-27.45213,152.07586
429755,CURRIMUNDI CPA,CPA,OPEN,CURRIMUNDI MARKETS,SHOP 1 750 NICKLIN WAY,CURRIMUNDI QLD,QLD,4551,Rural,Small Rural,-26.77245,153.123581
429763,LAKE PLACID CPA,CPA,OPEN,,38 LAKE PLACID ROAD,CARAVONICA QLD,QLD,4878,Rural,Large Rural,-16.87115325,145.6807079
429771,CARMILA CPA,CPA,OPEN,,1 MUSIC STREET,CARMILA QLD,QLD,4739,Remote,Other Remote,-21.90848,149.4129
429798,MOORE PARK CPA,CPA,OPEN,MOORE PARK SERVICE STATION,120 MOORE PARK ROAD,MOORE PARK QLD,QLD,4670,Rural,Other Rural,-24.72878,152.2842
429800,ASHGROVE EAST CPA,CPA,OPEN,,SHOP 4 16 ASHGROVE AVENUE,ASHGROVE QLD,QLD,4060,Metro,Capital,-27.444738,152.993698
429819,CAIRNS ABBOTT STREET CPA,CPA,OPEN,VAN DORSSENS TOBACCONISTS,115 ABBOTT STREET,CAIRNS CITY QLD,QLD,4870,Rural,Large Rural,-16.92178,145.77672
429843,RIVER HEADS CPA,CPA,OPEN,,SHOP 1 54 ARIADNE STREET,RIVER HEADS QLD,QLD,4655,Rural,Small Rural,-25.42234328,152.9167835
429851,FORSAYTH CPA,CPA,OPEN,,LOT 24 FIRST STREET,FORSAYTH QLD,QLD,4871,Remote,Other Remote,-18.58739505,143.60464
429878,TOOGOOM CPA,CPA,OPEN,,SHOP 1 6 JEPPESONS ROAD,TOOGOOM QLD,QLD,4655,Rural,Small Rural,-25.2576799,152.6901996
429886,TOOWOOMBA JAMES STREET CPA,CPA,OPEN,RED EDGE CONVENIENCE CENTRE,192 JAMES STREET,TOOWOOMBA QLD,QLD,4350,Rural,Large Rural,-27.5684,151.9469
429894,FOREST GLEN CPA,CPA,OPEN,,SHOP 1 343-347 MONS ROAD,FOREST GLEN QLD,QLD,4556,Rural,Large Rural,-26.688802,153.005566
429907,BRISBANE MARKET LPO,LPO,OPEN,,SHOP 15 385 SHERWOOD ROAD,ROCKLEA QLD,QLD,4106,Metro,Capital,-27.53661,153.00043
429915,BELLBOWRIE LPO,LPO,OPEN,,3366 MOGGILL ROAD,MOGGILL QLD,QLD,4070,Metro,Capital,-27.570159,152.874467
429958,COORPAROO LPO,LPO,OPEN,,177 OLD CLEVELAND ROAD,COORPAROO QLD,QLD,4151,Metro,Capital,-27.49836,153.05332
430000,LAURA CPA,CPA,OPEN,LAURA GENERAL STORE,1 TERMINUS STREET,LAURA QLD,QLD,4871,Remote,Other Remote,-15.55684,144.44657
430561,BILOELA LPO,LPO,OPEN,,SHOP 2 22-24 GLADSTONE STREET,BILOELA QLD,QLD,4715,Rural,Other Rural,-24.4012,150.51449
430588,DULACCA CPA,CPA,OPEN,PIONEERS MEMORIAL HALL,36 GLYNN AVENUE,DULACCA QLD,QLD,4425,Remote,Other Remote,-26.668,149.78313
430596,DUNWICH LPO,LPO,OPEN,,3 WELSBY STREET,DUNWICH QLD,QLD,4183,Metro,Capital,-27.49987,153.40353
430676,ALLENSTOWN LPO,LPO,OPEN,ALLENSTOWN PLAZA,SHOP 4 244-252 CANNING STREET,ALLENSTOWN QLD,QLD,4700,Rural,Large Rural,-23.38648,150.50145
430684,BUNDABERG NORTH LPO,LPO,OPEN,,SHOP 1 23-33 QUEEN STREET,BUNDABERG QLD,QLD,4670,Rural,Large Rural,-24.86002,152.34353
430705,CARINDALE CPA,CPA,OPEN,WESTFIELD CARINDALE SHOPPING CENTRE,1151 CREEK ROAD,CARINDALE QLD,QLD,4152,Metro,Capital,-27.50324,153.10151
430713,MOOLOOLABA CPA,CPA,OPEN,,SHOP 1 130-164 BRISBANE ROAD,MOOLOOLABA QLD,QLD,4557,Rural,Large Rural,-26.68985684,153.114856
430836,ST LUCIA LPO,LPO,OPEN,JD STORY BLDG - UNIVERSITY OF QUEENSLAND,342 CARMODY ROAD,ST LUCIA QLD,QLD,4067,Metro,Capital,-27.498041,153.01127
430844,COOROY LPO,LPO,OPEN,,33 MAPLE STREET,COOROY QLD,QLD,4563,Rural,Other Rural,-26.41819,152.910343
431003,BRISBANE GPO POST SHOP,RP,OPEN,,261 QUEEN STREET,BRISBANE CITY QLD,QLD,4000,Metro,Capital,-27.46771,153.02784
431118,ADAVALE CPA,CPA,OPEN,ADAVALE GENERAL STORE,LOT 704 SHEPHERD STREET,ADAVALE QLD,QLD,4474,Remote,Other Remote,-25.89848,144.58446
431177,ALBANY CREEK LPO,LPO,OPEN,ALBANY CREEK SQUARE,SHOP 19A 700 ALBANY CREEK ROAD,ALBANY CREEK QLD,QLD,4035,Metro,Capital,-27.346655,152.969108
431222,ALLORA LPO,LPO,OPEN,,64 HERBERT STREET,ALLORA QLD,QLD,4362,Rural,Other Rural,-28.0341,151.98297
431257,ALEXANDRA HILLS LPO,LPO,OPEN,ALEXANDRA HILLS SHOPPING CENTRE,SHOP 14 71 CAMBRIDGE DRIVE,ALEXANDRA HILLS QLD,QLD,4161,Metro,Capital,-27.524048,153.221547
431265,ALMADEN CPA,CPA,OPEN,RAILWAY HOTEL,13 MAIN STREET,ALMADEN QLD,QLD,4871,Remote,Remote Centre,-17.3381,144.67839
431302,ALGESTER LPO,LPO,OPEN,CENTRAL PARK SHOPPING CENTRE,SHOP 10 188 ALGESTER ROAD,ALGESTER QLD,QLD,4115,Metro,Capital,-27.61302,153.03952
431345,AMBY CPA,CPA,OPEN,AMBY STORE,1 GEORGE STREET,AMBY QLD,QLD,4462,Remote,Other Remote,-26.55085,148.18661
431521,ARAMAC LPO,LPO,OPEN,,36 GORDON STREET,ARAMAC QLD,QLD,4726,Remote,Other Remote,-22.97218,145.24542
431564,ARANA HILLS LPO,LPO,OPEN,ARANA HILLS PLAZA,SHOP 17A 5 PATRICKS ROAD,ARANA HILLS QLD,QLD,4054,Metro,Capital,-27.39806,152.96001
431601,ASCOT LPO,LPO,OPEN,,82 ABBOTT STREET,ASCOT QLD,QLD,4007,Metro,Capital,-27.430508,153.058407
431636,ASHGROVE LPO,LPO,OPEN,,SHOP 1 486 WATERWORKS ROAD,ASHGROVE QLD,QLD,4060,Metro,Capital,-27.44911,152.97794
431644,ASPLEY POST SHOP,RP,OPEN,HYPERMARKET,SHOP 32 59 ALBANY CREEK ROAD,ASPLEY QLD,QLD,4034,Metro,Capital,-27.3637,153.01439
431679,ASHMORE LPO,LPO,OPEN,ASHMORE PLAZA,SHOP 41 160 COTLEW STREET,ASHMORE QLD,QLD,4214,Metro,Other Metro,-27.98664,153.3832
431687,ATHERTON POST SHOP,RP,OPEN,,1A ROBERT STREET,ATHERTON QLD,QLD,4883,Rural,Other Rural,-17.268468,145.475256
431695,ASHMORE CITY LPO,LPO,OPEN,ASHMORE CITY SHOPPING CENTRE,SHOP 28 206 CURRUMBURRA ROAD,ASHMORE QLD,QLD,4214,Metro,Other Metro,-27.978287,153.380591
431708,AUGATHELLA LPO,LPO,OPEN,,64 MAIN STREET,AUGATHELLA QLD,QLD,4477,Remote,Other Remote,-25.79476,146.58633
431724,AUSTRALIA FAIR POST SHOP,RP,OPEN,AUSTRALIA FAIR SHOPPING CENTRE,SHOP 1045 42 MARINE PARADE,SOUTHPORT QLD,QLD,4215,Metro,Other Metro,-27.96791,153.41658
431759,AYR POST SHOP,RP,OPEN,,155 QUEEN STREET,AYR QLD,QLD,4807,Rural,Other Rural,-19.57608,147.40507
432022,BABINDA LPO,LPO,OPEN,,96 MUNRO STREET,BABINDA QLD,QLD,4861,Rural,Other Rural,-17.3439,145.92138
432049,BAJOOL CPA,CPA,OPEN,,60 HIGH STREET,BAJOOL QLD,QLD,4699,Rural,Other Rural,-23.65124,150.65075
432081,BALD HILLS LPO,LPO,OPEN,,2095 GYMPIE ROAD,BALD HILLS QLD,QLD,4036,Metro,Capital,-27.32231,153.00964
432102,BALLANDEAN LPO,LPO,OPEN,,28208 NEW ENGLAND HIGHWAY,BALLANDEAN QLD,QLD,4382,Rural,Other Rural,-28.79911,151.84218
432145,BANYO LPO,LPO,OPEN,,SHOP 5 303 ST VINCENTS ROAD,BANYO QLD,QLD,4014,Metro,Capital,-27.374944,153.078288
432153,BARALABA LPO,LPO,OPEN,,12 DUNSTAN STREET,BARALABA QLD,QLD,4702,Rural,Other Rural,-24.182069,149.815032
432161,BARCALDINE LPO,LPO,OPEN,,77 ASH STREET,BARCALDINE QLD,QLD,4725,Remote,Other Remote,-23.55328,145.28893
432268,BARGARA LPO,LPO,OPEN,WINDMILL PLAZA,SHOP 3 14 SEE STREET,BARGARA QLD,QLD,4670,Rural,Large Rural,-24.81505,152.46319
432284,BEACHMERE LPO,LPO,OPEN,,SHOP 1 2-10 JAMES ROAD,BEACHMERE QLD,QLD,4510,Metro,Capital,-27.12859,153.04999
432321,BEAUDESERT POST SHOP,RP,OPEN,,117 BRISBANE STREET,BEAUDESERT QLD,QLD,4285,Rural,Other Rural,-27.98651,152.99585
432356,BEENLEIGH POST SHOP,RP,OPEN,POST OFFICE PLAZA,18-38 MAIN STREET,BEENLEIGH QLD,QLD,4207,Metro,Capital,-27.71761,153.20214
432380,BEERBURRUM LPO,LPO,OPEN,,3 BEERBURRUM ROAD,BEERBURRUM QLD,QLD,4517,Rural,Other Rural,-26.95681,152.95804
432399,BEERWAH LPO,LPO,OPEN,,SHOP 1 7 TURNER STREET,BEERWAH QLD,QLD,4519,Rural,Other Rural,-26.85741,152.95694
432401,BELGIAN GARDENS LPO,LPO,OPEN,,SHOP 11 47-49 BUNDOCK STREET,BELGIAN GARDENS QLD,QLD,4810,Metro,Other Metro,-19.245648,146.795741
432444,BELL LPO,LPO,OPEN,,8 ENSOR STREET,BELL QLD,QLD,4408,Rural,Other Rural,-26.93262,151.44827
432495,BIGGERA WATERS LPO,LPO,OPEN,HARBOUR TOWN SHOPPING CENTRE,SHOP 60 147 BRISBANE ROAD,BIGGERA WATERS QLD,QLD,4216,Metro,Other Metro,-27.931415,153.387777
432508,BIGGENDEN LPO,LPO,OPEN,,25 GEORGE STREET,BIGGENDEN QLD,QLD,4621,Rural,Other Rural,-25.51022,152.04484
432567,BIRKDALE LPO,LPO,OPEN,,SHOP 5 190 BIRKDALE ROAD,BIRKDALE QLD,QLD,4159,Metro,Capital,-27.49186,153.21898
432583,BLACKBUTT LPO,LPO,OPEN,,47 COULSON STREET,BLACKBUTT QLD,QLD,4306,Rural,Other Rural,-26.88571821,152.1018733
432591,BLI BLI LPO,LPO,OPEN,RIVER MARKETS,SHOP 10 314-326 DAVID LOW WAY,BLI BLI QLD,QLD,4560,Rural,Large Rural,-26.621847,153.042306
432671,BLOOMSBURY CPA,CPA,OPEN,,BRUCE HIGHWAY,BLOOMSBURY QLD,QLD,4799,Rural,Other Rural,-20.70636,148.59686
432903,AMITY POINT LPO,LPO,OPEN,,9A BALLOW STREET,AMITY QLD,QLD,4183,Metro,Capital,-27.398381,153.438295
